Date;Area;Duration;Visitors
15/08/2020;Via Del Guasto;over 6 hours;17
15/08/2020;Piazza Verdi;from 1 to 5 minutes;1187
15/08/2020;Piazza Verdi;from 5 to 10 minutes;333
15/08/2020;Piazza Verdi;from 90 to 120 minutes;40
15/08/2020;Piazza Verdi;from 3 to 4 hours;24
15/08/2020;Facoltà Di Giurisprudenza;less 1 minute;913
15/08/2020;Facoltà Di Giurisprudenza;from 2 to 3 hours;51
15/08/2020;Facoltà Di Giurisprudenza;over 6 hours;16
15/08/2020;Piazza Rossini (Palazzo Malvezzi);from 1 to 5 minutes;1185
15/08/2020;Piazza Rossini (Palazzo Malvezzi);from 90 to 120 minutes;38
15/08/2020;Piazza Rossini (Palazzo Malvezzi);over 6 hours;36
15/08/2020;2 Torri (Inizio Portico Via Zamboni);from 20 to 40 minutes;-2
16/08/2020;Porta San Donato;from 1 to 5 minutes;2194
16/08/2020;Porta San Donato;from 40 to 60 minutes;76
16/08/2020;Porta San Donato;from 4 to 6 hours;18
16/08/2020;Piazza Puntoni (Via Zamboni);from 3 to 4 hours;-2
16/08/2020;Via San Giacomo;from 20 to 40 minutes;146
16/08/2020;Via San Giacomo;from 90 to 120 minutes;22
16/08/2020;Via San Giacomo;from 4 to 6 hours;11
16/08/2020;Piazza Scaravilli;less 1 minute;331
16/08/2020;Piazza Scaravilli;from 1 to 5 minutes;334
16/08/2020;Piazza Scaravilli;from 2 to 3 hours;12
16/08/2020;Piazza Scaravilli;from 3 to 4 hours;0
16/08/2020;Palazzo Poggi;from 1 to 5 minutes;-2
16/08/2020;Palazzo Poggi;from 10 to 20 minutes;-2
16/08/2020;Palazzo Poggi;from 40 to 60 minutes;-2
16/08/2020;Palazzo Poggi;from 90 to 120 minutes;-2
16/08/2020;Palazzo Poggi;from 3 to 4 hours;-2
16/08/2020;Via Del Guasto;less 1 minute;271
16/08/2020;Via Del Guasto;from 20 to 40 minutes;88
16/08/2020;Via Del Guasto;from 40 to 60 minutes;38
16/08/2020;Piazza Verdi;from 10 to 20 minutes;271
16/08/2020;Piazza Verdi;from 20 to 40 minutes;338
16/08/2020;Piazza Verdi;from 40 to 60 minutes;136
16/08/2020;Facoltà Di Giurisprudenza;from 10 to 20 minutes;352
16/08/2020;Facoltà Di Giurisprudenza;from 20 to 40 minutes;354
16/08/2020;Facoltà Di Giurisprudenza;from 40 to 60 minutes;196
16/08/2020;Facoltà Di Giurisprudenza;from 4 to 6 hours;5
16/08/2020;Facoltà Di Giurisprudenza;over 6 hours;20
16/08/2020;Piazza Rossini (Palazzo Malvezzi);from 1 to 5 minutes;1123
16/08/2020;Piazza Rossini (Palazzo Malvezzi);from 90 to 120 minutes;30
16/08/2020;2 Torri (Inizio Portico Via Zamboni);from 5 to 10 minutes;-2
16/08/2020;2 Torri (Inizio Portico Via Zamboni);from 60 to 90 minutes;-2
16/08/2020;2 Torri (Inizio Portico Via Zamboni);from 90 to 120 minutes;-2
16/08/2020;2 Torri (Inizio Portico Via Zamboni);from 3 to 4 hours;-2
16/08/2020;2 Torri (Inizio Portico Via Zamboni);from 4 to 6 hours;-2
17/08/2020;Porta San Donato;from 5 to 10 minutes;321
17/08/2020;Porta San Donato;from 20 to 40 minutes;522
17/08/2020;Piazza Puntoni (Via Zamboni);less 1 minute;-2
17/08/2020;Piazza Puntoni (Via Zamboni);from 1 to 5 minutes;-2
17/08/2020;Piazza Puntoni (Via Zamboni);from 10 to 20 minutes;-2
17/08/2020;Piazza Puntoni (Via Zamboni);from 2 to 3 hours;-2
17/08/2020;Piazza Puntoni (Via Zamboni);from 3 to 4 hours;-2
17/08/2020;Piazza Scaravilli;from 60 to 90 minutes;10
17/08/2020;Piazza Scaravilli;from 2 to 3 hours;8
17/08/2020;Piazza Scaravilli;from 4 to 6 hours;8
17/08/2020;Palazzo Poggi;less 1 minute;59
17/08/2020;Palazzo Poggi;from 5 to 10 minutes;6
17/08/2020;Palazzo Poggi;from 2 to 3 hours;20
17/08/2020;Via Del Guasto;from 1 to 5 minutes;215
17/08/2020;Via Del Guasto;from 60 to 90 minutes;26
17/08/2020;Via Del Guasto;from 90 to 120 minutes;10
17/08/2020;Via Del Guasto;from 3 to 4 hours;8
17/08/2020;Piazza Verdi;less 1 minute;1287
17/08/2020;Piazza Verdi;from 3 to 4 hours;37
17/08/2020;Piazza Verdi;from 4 to 6 hours;23
17/08/2020;Piazza Verdi;over 6 hours;66
17/08/2020;Facoltà Di Giurisprudenza;less 1 minute;1067
17/08/2020;Facoltà Di Giurisprudenza;from 20 to 40 minutes;396
17/08/2020;Facoltà Di Giurisprudenza;from 60 to 90 minutes;94
17/08/2020;Facoltà Di Giurisprudenza;from 90 to 120 minutes;36
17/08/2020;Piazza Rossini (Palazzo Malvezzi);less 1 minute;1025
17/08/2020;Piazza Rossini (Palazzo Malvezzi);from 20 to 40 minutes;319
17/08/2020;Piazza Rossini (Palazzo Malvezzi);from 90 to 120 minutes;37
17/08/2020;Piazza Rossini (Palazzo Malvezzi);over 6 hours;32
17/08/2020;2 Torri (Inizio Portico Via Zamboni);less 1 minute;-2
17/08/2020;2 Torri (Inizio Portico Via Zamboni);from 1 to 5 minutes;-2
17/08/2020;2 Torri (Inizio Portico Via Zamboni);from 5 to 10 minutes;-2
17/08/2020;2 Torri (Inizio Portico Via Zamboni);from 40 to 60 minutes;-2
17/08/2020;2 Torri (Inizio Portico Via Zamboni);from 60 to 90 minutes;-2
17/08/2020;2 Torri (Inizio Portico Via Zamboni);from 4 to 6 hours;-2
18/08/2020;Porta San Donato;from 1 to 5 minutes;2956
18/08/2020;Porta San Donato;from 5 to 10 minutes;367
18/08/2020;Porta San Donato;from 20 to 40 minutes;564
18/08/2020;Porta San Donato;from 60 to 90 minutes;83
18/08/2020;Porta San Donato;from 4 to 6 hours;48
18/08/2020;Porta San Donato;over 6 hours;93
18/08/2020;Piazza Puntoni (Via Zamboni);from 5 to 10 minutes;-2
18/08/2020;Piazza Puntoni (Via Zamboni);from 40 to 60 minutes;-2
18/08/2020;Piazza Puntoni (Via Zamboni);from 3 to 4 hours;-2
18/08/2020;Palazzo Poggi;from 10 to 20 minutes;19
18/08/2020;Palazzo Poggi;from 20 to 40 minutes;7
18/08/2020;Palazzo Poggi;from 90 to 120 minutes;4
18/08/2020;Palazzo Poggi;from 4 to 6 hours;0
18/08/2020;Palazzo Poggi;over 6 hours;0
18/08/2020;Via Del Guasto;from 10 to 20 minutes;98
18/08/2020;Via Del Guasto;from 40 to 60 minutes;22
18/08/2020;Via Del Guasto;from 2 to 3 hours;14
18/08/2020;Piazza Verdi;from 1 to 5 minutes;1702
18/08/2020;Piazza Verdi;from 3 to 4 hours;20
18/08/2020;Piazza Verdi;from 4 to 6 hours;20
18/08/2020;Facoltà Di Giurisprudenza;from 10 to 20 minutes;522
18/08/2020;Facoltà Di Giurisprudenza;from 40 to 60 minutes;180
18/08/2020;Facoltà Di Giurisprudenza;from 90 to 120 minutes;52
18/08/2020;Facoltà Di Giurisprudenza;from 3 to 4 hours;5
18/08/2020;Piazza Rossini (Palazzo Malvezzi);less 1 minute;1301
18/08/2020;Piazza Rossini (Palazzo Malvezzi);from 5 to 10 minutes;452
18/08/2020;Piazza Rossini (Palazzo Malvezzi);from 10 to 20 minutes;423
18/08/2020;Piazza Rossini (Palazzo Malvezzi);from 40 to 60 minutes;125
18/08/2020;Piazza Rossini (Palazzo Malvezzi);from 3 to 4 hours;11
18/08/2020;Piazza Rossini (Palazzo Malvezzi);over 6 hours;35
18/08/2020;2 Torri (Inizio Portico Via Zamboni);less 1 minute;-2
18/08/2020;2 Torri (Inizio Portico Via Zamboni);from 5 to 10 minutes;-2
19/08/2020;Porta San Donato;from 40 to 60 minutes;124
19/08/2020;Porta San Donato;from 2 to 3 hours;61
19/08/2020;Porta San Donato;from 4 to 6 hours;35
19/08/2020;Porta San Donato;over 6 hours;109
19/08/2020;Piazza Puntoni (Via Zamboni);from 10 to 20 minutes;-2
19/08/2020;Piazza Puntoni (Via Zamboni);from 3 to 4 hours;-2
19/08/2020;Via San Giacomo;from 60 to 90 minutes;49
19/08/2020;Via San Giacomo;from 2 to 3 hours;20
19/08/2020;Via San Giacomo;over 6 hours;26
19/08/2020;Piazza Scaravilli;from 10 to 20 minutes;102
19/08/2020;Piazza Scaravilli;from 40 to 60 minutes;36
19/08/2020;Piazza Scaravilli;from 60 to 90 minutes;9
19/08/2020;Piazza Scaravilli;from 2 to 3 hours;6
19/08/2020;Piazza Scaravilli;from 4 to 6 hours;15
19/08/2020;Palazzo Poggi;from 1 to 5 minutes;73
19/08/2020;Palazzo Poggi;from 5 to 10 minutes;17
19/08/2020;Palazzo Poggi;from 20 to 40 minutes;7
19/08/2020;Palazzo Poggi;from 40 to 60 minutes;0
19/08/2020;Palazzo Poggi;from 90 to 120 minutes;0
19/08/2020;Via Del Guasto;from 1 to 5 minutes;203
19/08/2020;Via Del Guasto;from 90 to 120 minutes;13
19/08/2020;Via Del Guasto;from 2 to 3 hours;16
19/08/2020;Piazza Verdi;less 1 minute;1401
19/08/2020;Piazza Verdi;from 4 to 6 hours;16
19/08/2020;Facoltà Di Giurisprudenza;less 1 minute;1422
19/08/2020;Facoltà Di Giurisprudenza;from 10 to 20 minutes;561
19/08/2020;Facoltà Di Giurisprudenza;from 60 to 90 minutes;181
19/08/2020;Facoltà Di Giurisprudenza;from 90 to 120 minutes;81
19/08/2020;Piazza Rossini (Palazzo Malvezzi);less 1 minute;1304
19/08/2020;Piazza Rossini (Palazzo Malvezzi);from 20 to 40 minutes;380
19/08/2020;Piazza Rossini (Palazzo Malvezzi);from 40 to 60 minutes;157
19/08/2020;Piazza Rossini (Palazzo Malvezzi);from 60 to 90 minutes;136
19/08/2020;Piazza Rossini (Palazzo Malvezzi);from 3 to 4 hours;37
19/08/2020;Piazza Rossini (Palazzo Malvezzi);from 4 to 6 hours;13
19/08/2020;2 Torri (Inizio Portico Via Zamboni);from 20 to 40 minutes;-2
19/08/2020;2 Torri (Inizio Portico Via Zamboni);from 90 to 120 minutes;-2
19/08/2020;2 Torri (Inizio Portico Via Zamboni);from 2 to 3 hours;-2
19/08/2020;2 Torri (Inizio Portico Via Zamboni);over 6 hours;-2
20/08/2020;Porta San Donato;less 1 minute;4664
20/08/2020;Porta San Donato;from 1 to 5 minutes;3243
20/08/2020;Porta San Donato;from 10 to 20 minutes;548
20/08/2020;Porta San Donato;from 20 to 40 minutes;517
20/08/2020;Porta San Donato;from 90 to 120 minutes;59
20/08/2020;Porta San Donato;from 2 to 3 hours;56
20/08/2020;Porta San Donato;from 3 to 4 hours;20
20/08/2020;Piazza Puntoni (Via Zamboni);from 1 to 5 minutes;-2
20/08/2020;Piazza Puntoni (Via Zamboni);from 5 to 10 minutes;-2
20/08/2020;Piazza Puntoni (Via Zamboni);from 10 to 20 minutes;-2
20/08/2020;Piazza Puntoni (Via Zamboni);from 20 to 40 minutes;-2
20/08/2020;Piazza Puntoni (Via Zamboni);from 60 to 90 minutes;-2
20/08/2020;Piazza Puntoni (Via Zamboni);from 90 to 120 minutes;-2
20/08/2020;Piazza Puntoni (Via Zamboni);from 3 to 4 hours;-2
20/08/2020;Via San Giacomo;from 5 to 10 minutes;274
20/08/2020;Via San Giacomo;from 2 to 3 hours;22
20/08/2020;Via San Giacomo;from 4 to 6 hours;6
20/08/2020;Via San Giacomo;over 6 hours;25
20/08/2020;Piazza Scaravilli;from 5 to 10 minutes;61
20/08/2020;Piazza Scaravilli;from 40 to 60 minutes;30
20/08/2020;Piazza Scaravilli;from 60 to 90 minutes;20
20/08/2020;Piazza Scaravilli;from 2 to 3 hours;17
20/08/2020;Palazzo Poggi;less 1 minute;28
20/08/2020;Palazzo Poggi;from 10 to 20 minutes;0
20/08/2020;Palazzo Poggi;from 20 to 40 minutes;8
20/08/2020;Palazzo Poggi;from 40 to 60 minutes;8
20/08/2020;Via Del Guasto;from 5 to 10 minutes;79
20/08/2020;Via Del Guasto;from 10 to 20 minutes;136
20/08/2020;Via Del Guasto;from 40 to 60 minutes;32
20/08/2020;Via Del Guasto;from 90 to 120 minutes;22
20/08/2020;Via Del Guasto;from 3 to 4 hours;8
20/08/2020;Via Del Guasto;over 6 hours;19
20/08/2020;Piazza Verdi;from 10 to 20 minutes;443
20/08/2020;Piazza Verdi;from 20 to 40 minutes;502
20/08/2020;Piazza Verdi;from 90 to 120 minutes;50
20/08/2020;Facoltà Di Giurisprudenza;from 10 to 20 minutes;550
20/08/2020;Facoltà Di Giurisprudenza;from 20 to 40 minutes;561
20/08/2020;Facoltà Di Giurisprudenza;from 3 to 4 hours;6
20/08/2020;Facoltà Di Giurisprudenza;from 4 to 6 hours;34
20/08/2020;Piazza Rossini (Palazzo Malvezzi);less 1 minute;1348
20/08/2020;Piazza Rossini (Palazzo Malvezzi);from 1 to 5 minutes;1521
20/08/2020;Piazza Rossini (Palazzo Malvezzi);from 10 to 20 minutes;444
20/08/2020;Piazza Rossini (Palazzo Malvezzi);from 60 to 90 minutes;167
20/08/2020;Piazza Rossini (Palazzo Malvezzi);from 2 to 3 hours;48
20/08/2020;2 Torri (Inizio Portico Via Zamboni);less 1 minute;-2
20/08/2020;2 Torri (Inizio Portico Via Zamboni);from 5 to 10 minutes;-2
20/08/2020;2 Torri (Inizio Portico Via Zamboni);from 40 to 60 minutes;-2
20/08/2020;2 Torri (Inizio Portico Via Zamboni);from 90 to 120 minutes;-2
20/08/2020;2 Torri (Inizio Portico Via Zamboni);from 4 to 6 hours;-2
20/08/2020;2 Torri (Inizio Portico Via Zamboni);over 6 hours;-2
21/08/2020;Porta San Donato;less 1 minute;5146
21/08/2020;Porta San Donato;from 10 to 20 minutes;590
21/08/2020;Porta San Donato;from 3 to 4 hours;23
21/08/2020;Porta San Donato;over 6 hours;96
21/08/2020;Piazza Puntoni (Via Zamboni);from 5 to 10 minutes;-2
21/08/2020;Piazza Puntoni (Via Zamboni);from 10 to 20 minutes;-2
21/08/2020;Piazza Puntoni (Via Zamboni);from 20 to 40 minutes;-2
21/08/2020;Piazza Puntoni (Via Zamboni);from 2 to 3 hours;-2
21/08/2020;Piazza Puntoni (Via Zamboni);from 3 to 4 hours;-2
21/08/2020;Piazza Puntoni (Via Zamboni);over 6 hours;-2
21/08/2020;Via San Giacomo;from 1 to 5 minutes;1097
21/08/2020;Via San Giacomo;from 5 to 10 minutes;258
21/08/2020;Via San Giacomo;from 90 to 120 minutes;14
21/08/2020;Via San Giacomo;from 2 to 3 hours;16
21/08/2020;Piazza Scaravilli;from 5 to 10 minutes;67
21/08/2020;Piazza Scaravilli;from 90 to 120 minutes;3
21/08/2020;Piazza Scaravilli;from 3 to 4 hours;11
21/08/2020;Palazzo Poggi;from 5 to 10 minutes;16
21/08/2020;Palazzo Poggi;from 60 to 90 minutes;3
21/08/2020;Via Del Guasto;less 1 minute;413
21/08/2020;Via Del Guasto;from 5 to 10 minutes;62
21/08/2020;Via Del Guasto;from 20 to 40 minutes;113
21/08/2020;Via Del Guasto;from 2 to 3 hours;17
21/08/2020;Piazza Verdi;less 1 minute;1363
21/08/2020;Piazza Verdi;from 10 to 20 minutes;503
21/08/2020;Piazza Verdi;from 40 to 60 minutes;226
21/08/2020;Piazza Verdi;from 2 to 3 hours;65
21/08/2020;Piazza Verdi;from 3 to 4 hours;25
21/08/2020;Facoltà Di Giurisprudenza;from 40 to 60 minutes;206
21/08/2020;Piazza Rossini (Palazzo Malvezzi);from 40 to 60 minutes;137
21/08/2020;Piazza Rossini (Palazzo Malvezzi);from 60 to 90 minutes;127
21/08/2020;Piazza Rossini (Palazzo Malvezzi);from 4 to 6 hours;23
21/08/2020;2 Torri (Inizio Portico Via Zamboni);less 1 minute;-2
21/08/2020;2 Torri (Inizio Portico Via Zamboni);from 5 to 10 minutes;-2
21/08/2020;2 Torri (Inizio Portico Via Zamboni);from 2 to 3 hours;-2
22/08/2020;Porta San Donato;from 10 to 20 minutes;565
22/08/2020;Porta San Donato;from 40 to 60 minutes;125
22/08/2020;Porta San Donato;over 6 hours;72
22/08/2020;Piazza Puntoni (Via Zamboni);from 10 to 20 minutes;-2
22/08/2020;Piazza Puntoni (Via Zamboni);from 40 to 60 minutes;-2
22/08/2020;Via San Giacomo;from 60 to 90 minutes;64
22/08/2020;Via San Giacomo;over 6 hours;25
22/08/2020;Piazza Scaravilli;from 5 to 10 minutes;96
22/08/2020;Piazza Scaravilli;from 40 to 60 minutes;28
22/08/2020;Piazza Scaravilli;from 4 to 6 hours;14
22/08/2020;Palazzo Poggi;less 1 minute;-2
22/08/2020;Palazzo Poggi;from 5 to 10 minutes;-2
22/08/2020;Via Del Guasto;from 10 to 20 minutes;69
22/08/2020;Via Del Guasto;from 20 to 40 minutes;91
22/08/2020;Via Del Guasto;from 3 to 4 hours;3
22/08/2020;Piazza Verdi;from 1 to 5 minutes;1718
22/08/2020;Piazza Verdi;from 3 to 4 hours;22
22/08/2020;Facoltà Di Giurisprudenza;from 3 to 4 hours;12
22/08/2020;Piazza Rossini (Palazzo Malvezzi);less 1 minute;1421
22/08/2020;Piazza Rossini (Palazzo Malvezzi);from 20 to 40 minutes;500
22/08/2020;2 Torri (Inizio Portico Via Zamboni);from 5 to 10 minutes;-2
22/08/2020;2 Torri (Inizio Portico Via Zamboni);from 90 to 120 minutes;-2
22/08/2020;2 Torri (Inizio Portico Via Zamboni);over 6 hours;-2
23/08/2020;Porta San Donato;from 5 to 10 minutes;253
23/08/2020;Porta San Donato;from 90 to 120 minutes;45
23/08/2020;Porta San Donato;over 6 hours;121
23/08/2020;Piazza Puntoni (Via Zamboni);from 5 to 10 minutes;-2
23/08/2020;Piazza Puntoni (Via Zamboni);from 4 to 6 hours;-2
23/08/2020;Via San Giacomo;from 4 to 6 hours;3
23/08/2020;Piazza Scaravilli;from 20 to 40 minutes;53
23/08/2020;Piazza Scaravilli;from 40 to 60 minutes;13
23/08/2020;Palazzo Poggi;from 60 to 90 minutes;-2
23/08/2020;Via Del Guasto;from 10 to 20 minutes;56
23/08/2020;Via Del Guasto;from 40 to 60 minutes;44
23/08/2020;Via Del Guasto;from 60 to 90 minutes;35
23/08/2020;Piazza Verdi;from 10 to 20 minutes;473
23/08/2020;Piazza Verdi;from 2 to 3 hours;61
23/08/2020;Facoltà Di Giurisprudenza;from 10 to 20 minutes;646
23/08/2020;Facoltà Di Giurisprudenza;from 20 to 40 minutes;580
23/08/2020;Facoltà Di Giurisprudenza;from 3 to 4 hours;27
23/08/2020;Piazza Rossini (Palazzo Malvezzi);from 4 to 6 hours;10
23/08/2020;Piazza Rossini (Palazzo Malvezzi);over 6 hours;88
23/08/2020;2 Torri (Inizio Portico Via Zamboni);less 1 minute;-2
23/08/2020;2 Torri (Inizio Portico Via Zamboni);from 5 to 10 minutes;-2
23/08/2020;2 Torri (Inizio Portico Via Zamboni);from 60 to 90 minutes;-2
24/08/2020;Porta San Donato;from 10 to 20 minutes;756
24/08/2020;Piazza Puntoni (Via Zamboni);from 10 to 20 minutes;-2
24/08/2020;Via San Giacomo;from 1 to 5 minutes;1119
24/08/2020;Via San Giacomo;from 2 to 3 hours;34
24/08/2020;Piazza Scaravilli;from 5 to 10 minutes;94
24/08/2020;Piazza Scaravilli;from 20 to 40 minutes;145
24/08/2020;Piazza Scaravilli;from 4 to 6 hours;15
24/08/2020;Palazzo Poggi;from 3 to 4 hours;3
24/08/2020;Via Del Guasto;from 90 to 120 minutes;22
24/08/2020;Via Del Guasto;over 6 hours;25
24/08/2020;Piazza Verdi;less 1 minute;1455
24/08/2020;Piazza Verdi;over 6 hours;51
24/08/2020;Facoltà Di Giurisprudenza;from 10 to 20 minutes;530
24/08/2020;Facoltà Di Giurisprudenza;from 60 to 90 minutes;100
24/08/2020;Facoltà Di Giurisprudenza;over 6 hours;23
24/08/2020;Piazza Rossini (Palazzo Malvezzi);from 2 to 3 hours;35
24/08/2020;2 Torri (Inizio Portico Via Zamboni);from 5 to 10 minutes;-2
24/08/2020;2 Torri (Inizio Portico Via Zamboni);from 2 to 3 hours;-2
25/08/2020;Via San Giacomo;from 4 to 6 hours;5
25/08/2020;Palazzo Poggi;from 1 to 5 minutes;752
25/08/2020;Palazzo Poggi;from 90 to 120 minutes;9
25/08/2020;Palazzo Poggi;from 2 to 3 hours;15
25/08/2020;Via Del Guasto;from 90 to 120 minutes;39
25/08/2020;Via Del Guasto;from 2 to 3 hours;28
25/08/2020;Piazza Verdi;from 20 to 40 minutes;731
25/08/2020;Piazza Verdi;over 6 hours;80
25/08/2020;Facoltà Di Giurisprudenza;from 10 to 20 minutes;607
25/08/2020;Facoltà Di Giurisprudenza;from 2 to 3 hours;37
25/08/2020;2 Torri (Inizio Portico Via Zamboni);less 1 minute;-2
25/08/2020;2 Torri (Inizio Portico Via Zamboni);from 90 to 120 minutes;-2
25/08/2020;2 Torri (Inizio Portico Via Zamboni);over 6 hours;-2
26/08/2020;Porta San Donato;from 3 to 4 hours;41
26/08/2020;Porta San Donato;from 4 to 6 hours;46
26/08/2020;Piazza Puntoni (Via Zamboni);from 5 to 10 minutes;-2
26/08/2020;Via San Giacomo;less 1 minute;1509
26/08/2020;Via San Giacomo;from 2 to 3 hours;31
26/08/2020;Via San Giacomo;from 4 to 6 hours;17
26/08/2020;Piazza Scaravilli;from 5 to 10 minutes;167
26/08/2020;Piazza Scaravilli;from 4 to 6 hours;18
26/08/2020;Piazza Scaravilli;over 6 hours;18
26/08/2020;Palazzo Poggi;from 1 to 5 minutes;875
26/08/2020;Palazzo Poggi;from 90 to 120 minutes;17
26/08/2020;Palazzo Poggi;from 2 to 3 hours;6
26/08/2020;Via Del Guasto;from 3 to 4 hours;15
26/08/2020;Via Del Guasto;over 6 hours;33
26/08/2020;Piazza Verdi;from 5 to 10 minutes;675
26/08/2020;Piazza Verdi;from 20 to 40 minutes;867
26/08/2020;Piazza Verdi;from 60 to 90 minutes;249
26/08/2020;Facoltà Di Giurisprudenza;less 1 minute;1801
26/08/2020;Piazza Rossini (Palazzo Malvezzi);less 1 minute;1835
26/08/2020;Piazza Rossini (Palazzo Malvezzi);from 1 to 5 minutes;1918
26/08/2020;2 Torri (Inizio Portico Via Zamboni);from 5 to 10 minutes;-2
26/08/2020;2 Torri (Inizio Portico Via Zamboni);from 2 to 3 hours;-2
26/08/2020;2 Torri (Inizio Portico Via Zamboni);from 3 to 4 hours;-2
26/08/2020;2 Torri (Inizio Portico Via Zamboni);from 4 to 6 hours;-2
26/08/2020;2 Torri (Inizio Portico Via Zamboni);over 6 hours;-2
27/08/2020;Porta San Donato;from 20 to 40 minutes;652
27/08/2020;Piazza Puntoni (Via Zamboni);from 10 to 20 minutes;-2
27/08/2020;Piazza Puntoni (Via Zamboni);from 20 to 40 minutes;-2
27/08/2020;Piazza Puntoni (Via Zamboni);from 60 to 90 minutes;-2
27/08/2020;Via San Giacomo;from 40 to 60 minutes;168
27/08/2020;Via San Giacomo;over 6 hours;26
27/08/2020;Piazza Scaravilli;from 60 to 90 minutes;44
27/08/2020;Piazza Scaravilli;over 6 hours;22
27/08/2020;Palazzo Poggi;from 1 to 5 minutes;1151
27/08/2020;Palazzo Poggi;from 10 to 20 minutes;294
27/08/2020;Palazzo Poggi;from 20 to 40 minutes;213
27/08/2020;Palazzo Poggi;from 90 to 120 minutes;15
27/08/2020;Via Del Guasto;from 20 to 40 minutes;187
27/08/2020;Via Del Guasto;from 60 to 90 minutes;78
27/08/2020;Via Del Guasto;from 90 to 120 minutes;53
27/08/2020;Via Del Guasto;from 2 to 3 hours;29
27/08/2020;Piazza Verdi;from 1 to 5 minutes;2379
27/08/2020;Piazza Verdi;from 2 to 3 hours;105
27/08/2020;Facoltà Di Giurisprudenza;from 40 to 60 minutes;263
27/08/2020;Facoltà Di Giurisprudenza;from 3 to 4 hours;16
27/08/2020;Piazza Rossini (Palazzo Malvezzi);less 1 minute;1916
27/08/2020;Piazza Rossini (Palazzo Malvezzi);from 20 to 40 minutes;648
27/08/2020;Piazza Rossini (Palazzo Malvezzi);from 40 to 60 minutes;243
27/08/2020;Piazza Rossini (Palazzo Malvezzi);from 3 to 4 hours;11
27/08/2020;Piazza Rossini (Palazzo Malvezzi);over 6 hours;54
27/08/2020;2 Torri (Inizio Portico Via Zamboni);from 20 to 40 minutes;1076
28/08/2020;Porta San Donato;from 5 to 10 minutes;503
28/08/2020;Porta San Donato;from 40 to 60 minutes;198
28/08/2020;Porta San Donato;from 3 to 4 hours;47
28/08/2020;Piazza Puntoni (Via Zamboni);less 1 minute;-2
28/08/2020;Piazza Puntoni (Via Zamboni);from 1 to 5 minutes;-2
28/08/2020;Piazza Puntoni (Via Zamboni);from 5 to 10 minutes;-2
28/08/2020;Piazza Scaravilli;from 1 to 5 minutes;666
28/08/2020;Piazza Scaravilli;from 40 to 60 minutes;55
28/08/2020;Via Del Guasto;from 2 to 3 hours;38
28/08/2020;Via Del Guasto;from 3 to 4 hours;14
28/08/2020;Facoltà Di Giurisprudenza;less 1 minute;2156
28/08/2020;Piazza Rossini (Palazzo Malvezzi);from 3 to 4 hours;20
28/08/2020;2 Torri (Inizio Portico Via Zamboni);from 1 to 5 minutes;2595
28/08/2020;2 Torri (Inizio Portico Via Zamboni);from 20 to 40 minutes;1016
28/08/2020;2 Torri (Inizio Portico Via Zamboni);from 60 to 90 minutes;265
28/08/2020;2 Torri (Inizio Portico Via Zamboni);from 90 to 120 minutes;179
28/08/2020;2 Torri (Inizio Portico Via Zamboni);over 6 hours;133
29/08/2020;Porta San Donato;from 5 to 10 minutes;451
29/08/2020;Porta San Donato;from 20 to 40 minutes;634
29/08/2020;Porta San Donato;from 2 to 3 hours;83
29/08/2020;Porta San Donato;from 3 to 4 hours;54
29/08/2020;Piazza Puntoni (Via Zamboni);from 10 to 20 minutes;-2
29/08/2020;Piazza Puntoni (Via Zamboni);from 2 to 3 hours;-2
29/08/2020;Via San Giacomo;from 10 to 20 minutes;410
29/08/2020;Via San Giacomo;from 60 to 90 minutes;61
29/08/2020;Via San Giacomo;from 90 to 120 minutes;43
29/08/2020;Via San Giacomo;from 2 to 3 hours;30
29/08/2020;Piazza Scaravilli;from 1 to 5 minutes;866
29/08/2020;Piazza Scaravilli;from 10 to 20 minutes;122
29/08/2020;Piazza Scaravilli;from 20 to 40 minutes;145
29/08/2020;Piazza Scaravilli;from 2 to 3 hours;24
29/08/2020;Piazza Scaravilli;from 3 to 4 hours;7
29/08/2020;Piazza Scaravilli;over 6 hours;20
29/08/2020;Palazzo Poggi;less 1 minute;-2
29/08/2020;Palazzo Poggi;from 5 to 10 minutes;-2
29/08/2020;Palazzo Poggi;from 10 to 20 minutes;-2
29/08/2020;Palazzo Poggi;from 20 to 40 minutes;-2
29/08/2020;Palazzo Poggi;from 60 to 90 minutes;-2
29/08/2020;Palazzo Poggi;from 90 to 120 minutes;-2
29/08/2020;Via Del Guasto;less 1 minute;886
29/08/2020;Via Del Guasto;from 20 to 40 minutes;186
29/08/2020;Via Del Guasto;from 2 to 3 hours;6
29/08/2020;Via Del Guasto;from 3 to 4 hours;3
29/08/2020;Via Del Guasto;from 4 to 6 hours;10
29/08/2020;Via Del Guasto;over 6 hours;32
29/08/2020;Piazza Verdi;from 1 to 5 minutes;2948
29/08/2020;Piazza Verdi;from 10 to 20 minutes;801
29/08/2020;Piazza Verdi;from 40 to 60 minutes;397
29/08/2020;Piazza Verdi;from 3 to 4 hours;51
29/08/2020;Piazza Verdi;from 4 to 6 hours;32
29/08/2020;Facoltà Di Giurisprudenza;from 5 to 10 minutes;944
29/08/2020;Facoltà Di Giurisprudenza;from 2 to 3 hours;93
29/08/2020;Facoltà Di Giurisprudenza;over 6 hours;33
29/08/2020;Piazza Rossini (Palazzo Malvezzi);less 1 minute;2372
