Date,Area,Duration,Visitors,Holiday
27/07/2019,Porta San Donato,1.0,10083,True
27/07/2019,Porta San Donato,3.0,6796,True
27/07/2019,Via San Giacomo,15.0,251,True
27/07/2019,Porta San Donato,7.5,774,True
27/07/2019,Via San Giacomo,150.0,7,True
27/07/2019,Piazza Scaravilli,15.0,152,True
27/07/2019,Piazza Scaravilli,50.0,28,True
27/07/2019,Piazza Scaravilli,150.0,3,True
27/07/2019,Palazzo Poggi,7.5,0,True
27/07/2019,Palazzo Poggi,50.0,0,True
27/07/2019,Palazzo Poggi,75.0,0,True
27/07/2019,Palazzo Poggi,105.0,0,True
28/07/2019,Facoltà Di Giurisprudenza,210.0,4,True
28/07/2019,Porta San Donato,15.0,754,True
28/07/2019,Porta San Donato,360.0,76,True
28/07/2019,Piazza Puntoni (Via Zamboni),1.0,1805,True
28/07/2019,Piazza Puntoni (Via Zamboni),3.0,1236,True
28/07/2019,Piazza Rossini (Palazzo Malvezzi),105.0,4,True
28/07/2019,Porta San Donato,7.5,661,True
28/07/2019,Facoltà Di Giurisprudenza,150.0,3,True
28/07/2019,Via Del Guasto,210.0,3,True
28/07/2019,Facoltà Di Giurisprudenza,7.5,483,True
28/07/2019,Via San Giacomo,1.0,4353,True
28/07/2019,Via San Giacomo,3.0,1309,True
28/07/2019,Via San Giacomo,15.0,104,True
28/07/2019,Via San Giacomo,30.0,83,True
28/07/2019,Via San Giacomo,50.0,23,True
28/07/2019,Via San Giacomo,210.0,2,True
28/07/2019,Via San Giacomo,300.0,2,True
28/07/2019,Piazza Scaravilli,7.5,107,True
28/07/2019,Facoltà Di Giurisprudenza,50.0,58,True
28/07/2019,Piazza Scaravilli,360.0,5,True
28/07/2019,Palazzo Poggi,50.0,0,True
28/07/2019,Palazzo Poggi,150.0,0,True
28/07/2019,Palazzo Poggi,210.0,0,True
28/07/2019,Via Del Guasto,15.0,109,True
28/07/2019,Via Del Guasto,30.0,66,True
28/07/2019,Via Del Guasto,75.0,12,True
28/07/2019,Piazza Verdi,7.5,708,True
28/07/2019,Piazza Verdi,300.0,8,True
28/07/2019,Palazzo Poggi,1.0,0,True
28/07/2019,Via San Giacomo,105.0,8,True
28/07/2019,Facoltà Di Giurisprudenza,1.0,6359,True
28/07/2019,Porta San Donato,3.0,5041,True
28/07/2019,Via Del Guasto,7.5,219,True
28/07/2019,Via Del Guasto,3.0,670,True
28/07/2019,Via Del Guasto,1.0,1059,True
28/07/2019,Palazzo Poggi,360.0,0,True
28/07/2019,Palazzo Poggi,75.0,0,True
28/07/2019,Palazzo Poggi,7.5,0,True
28/07/2019,Palazzo Poggi,3.0,0,True
28/07/2019,Piazza Scaravilli,210.0,2,True
28/07/2019,Piazza Scaravilli,50.0,15,True
28/07/2019,Via Del Guasto,50.0,21,True
28/07/2019,Piazza Scaravilli,30.0,45,True
28/07/2019,Via San Giacomo,75.0,15,True
28/07/2019,Via San Giacomo,7.5,170,True
28/07/2019,Piazza Puntoni (Via Zamboni),300.0,19,True
28/07/2019,Piazza Puntoni (Via Zamboni),210.0,19,True
28/07/2019,Piazza Puntoni (Via Zamboni),150.0,44,True
28/07/2019,Piazza Puntoni (Via Zamboni),50.0,79,True
28/07/2019,Piazza Puntoni (Via Zamboni),15.0,223,True
28/07/2019,Porta San Donato,300.0,28,True
28/07/2019,Porta San Donato,50.0,151,True
28/07/2019,Via San Giacomo,150.0,5,True
28/07/2019,Via Del Guasto,105.0,9,True
28/07/2019,Via Del Guasto,300.0,5,True
28/07/2019,Via Del Guasto,360.0,9,True
28/07/2019,2 Torri (Inizio Portico Via Zamboni),300.0,21,True
28/07/2019,Piazza Rossini (Palazzo Malvezzi),300.0,13,True
28/07/2019,Piazza Rossini (Palazzo Malvezzi),210.0,4,True
28/07/2019,2 Torri (Inizio Portico Via Zamboni),75.0,199,True
28/07/2019,2 Torri (Inizio Portico Via Zamboni),50.0,266,True
28/07/2019,2 Torri (Inizio Portico Via Zamboni),15.0,825,True
28/07/2019,2 Torri (Inizio Portico Via Zamboni),7.5,950,True
28/07/2019,2 Torri (Inizio Portico Via Zamboni),3.0,3346,True
28/07/2019,2 Torri (Inizio Portico Via Zamboni),1.0,4709,True
28/07/2019,Piazza Rossini (Palazzo Malvezzi),360.0,25,True
28/07/2019,Piazza Rossini (Palazzo Malvezzi),150.0,2,True
28/07/2019,Piazza Rossini (Palazzo Malvezzi),75.0,14,True
28/07/2019,Piazza Rossini (Palazzo Malvezzi),50.0,31,True
28/07/2019,Piazza Rossini (Palazzo Malvezzi),30.0,114,True
28/07/2019,Piazza Rossini (Palazzo Malvezzi),7.5,308,True
28/07/2019,Piazza Rossini (Palazzo Malvezzi),3.0,2116,True
28/07/2019,Piazza Rossini (Palazzo Malvezzi),1.0,6569,True
28/07/2019,Facoltà Di Giurisprudenza,360.0,1,True
28/07/2019,Facoltà Di Giurisprudenza,15.0,281,True
28/07/2019,Piazza Verdi,360.0,34,True
28/07/2019,Piazza Verdi,105.0,75,True
28/07/2019,Porta San Donato,30.0,586,True
28/07/2019,Porta San Donato,1.0,7743,True
28/07/2019,Piazza Puntoni (Via Zamboni),360.0,29,True
28/07/2019,Piazza Verdi,50.0,229,True
28/07/2019,Facoltà Di Giurisprudenza,105.0,12,True
28/07/2019,Facoltà Di Giurisprudenza,75.0,24,True
28/07/2019,Facoltà Di Giurisprudenza,30.0,203,True
28/07/2019,Facoltà Di Giurisprudenza,3.0,2897,True
28/07/2019,Piazza Puntoni (Via Zamboni),75.0,92,True
28/07/2019,Piazza Verdi,210.0,10,True
28/07/2019,Porta San Donato,210.0,48,True
28/07/2019,Piazza Puntoni (Via Zamboni),7.5,227,True
28/07/2019,Piazza Puntoni (Via Zamboni),30.0,142,True
28/07/2019,Piazza Puntoni (Via Zamboni),105.0,15,True
28/07/2019,Via San Giacomo,360.0,4,True
28/07/2019,Piazza Scaravilli,1.0,2177,True
28/07/2019,Piazza Verdi,150.0,28,True
28/07/2019,Piazza Verdi,75.0,144,True
28/07/2019,Piazza Scaravilli,3.0,572,True
28/07/2019,Piazza Verdi,30.0,527,True
28/07/2019,Piazza Verdi,15.0,612,True
28/07/2019,Piazza Verdi,3.0,3074,True
28/07/2019,Piazza Verdi,1.0,4013,True
28/07/2019,Via Del Guasto,150.0,9,True
28/07/2019,Palazzo Poggi,300.0,0,True
28/07/2019,Palazzo Poggi,105.0,0,True
28/07/2019,Palazzo Poggi,30.0,0,True
28/07/2019,Palazzo Poggi,15.0,0,True
28/07/2019,Piazza Scaravilli,300.0,1,True
28/07/2019,Piazza Scaravilli,150.0,4,True
28/07/2019,Piazza Scaravilli,105.0,1,True
28/07/2019,Piazza Scaravilli,75.0,9,True
28/07/2019,Piazza Rossini (Palazzo Malvezzi),15.0,165,True
28/07/2019,Facoltà Di Giurisprudenza,300.0,1,True
28/07/2019,2 Torri (Inizio Portico Via Zamboni),105.0,75,True
28/07/2019,Porta San Donato,105.0,62,True
28/07/2019,Porta San Donato,75.0,118,True
28/07/2019,2 Torri (Inizio Portico Via Zamboni),30.0,808,True
28/07/2019,Porta San Donato,150.0,53,True
28/07/2019,Piazza Scaravilli,15.0,76,True
28/07/2019,2 Torri (Inizio Portico Via Zamboni),150.0,57,True
28/07/2019,2 Torri (Inizio Portico Via Zamboni),360.0,74,True
28/07/2019,2 Torri (Inizio Portico Via Zamboni),210.0,31,True
29/07/2019,Facoltà Di Giurisprudenza,15.0,265,False
29/07/2019,Facoltà Di Giurisprudenza,30.0,178,False
29/07/2019,Piazza Puntoni (Via Zamboni),30.0,278,False
29/07/2019,Piazza Rossini (Palazzo Malvezzi),1.0,7862,False
29/07/2019,Piazza Rossini (Palazzo Malvezzi),30.0,178,False
29/07/2019,Piazza Rossini (Palazzo Malvezzi),75.0,34,False
29/07/2019,Piazza Rossini (Palazzo Malvezzi),360.0,35,False
29/07/2019,2 Torri (Inizio Portico Via Zamboni),3.0,3551,False
29/07/2019,2 Torri (Inizio Portico Via Zamboni),15.0,1033,False
29/07/2019,2 Torri (Inizio Portico Via Zamboni),75.0,196,False
29/07/2019,Via San Giacomo,210.0,4,False
29/07/2019,Piazza Scaravilli,3.0,1222,False
29/07/2019,Porta San Donato,50.0,235,False
29/07/2019,Porta San Donato,300.0,44,False
29/07/2019,Piazza Scaravilli,15.0,193,False
29/07/2019,Piazza Puntoni (Via Zamboni),3.0,1748,False
29/07/2019,Piazza Puntoni (Via Zamboni),300.0,23,False
29/07/2019,Via San Giacomo,3.0,2143,False
29/07/2019,Via San Giacomo,75.0,27,False
29/07/2019,Palazzo Poggi,1.0,3552,False
29/07/2019,Piazza Scaravilli,150.0,5,False
29/07/2019,2 Torri (Inizio Portico Via Zamboni),300.0,61,False
29/07/2019,Porta San Donato,210.0,24,False
29/07/2019,Piazza Puntoni (Via Zamboni),50.0,111,False
29/07/2019,Palazzo Poggi,150.0,4,False
29/07/2019,2 Torri (Inizio Portico Via Zamboni),360.0,104,False
29/07/2019,2 Torri (Inizio Portico Via Zamboni),210.0,39,False
29/07/2019,2 Torri (Inizio Portico Via Zamboni),105.0,95,False
29/07/2019,2 Torri (Inizio Portico Via Zamboni),50.0,358,False
29/07/2019,2 Torri (Inizio Portico Via Zamboni),1.0,5493,False
29/07/2019,Piazza Rossini (Palazzo Malvezzi),300.0,21,False
29/07/2019,Piazza Rossini (Palazzo Malvezzi),150.0,26,False
29/07/2019,Piazza Rossini (Palazzo Malvezzi),7.5,342,False
29/07/2019,Facoltà Di Giurisprudenza,210.0,3,False
29/07/2019,Facoltà Di Giurisprudenza,105.0,2,False
29/07/2019,2 Torri (Inizio Portico Via Zamboni),150.0,106,False
29/07/2019,2 Torri (Inizio Portico Via Zamboni),30.0,858,False
29/07/2019,2 Torri (Inizio Portico Via Zamboni),7.5,953,False
29/07/2019,Piazza Rossini (Palazzo Malvezzi),210.0,16,False
29/07/2019,Piazza Rossini (Palazzo Malvezzi),105.0,23,False
29/07/2019,Piazza Rossini (Palazzo Malvezzi),50.0,60,False
29/07/2019,Piazza Rossini (Palazzo Malvezzi),15.0,230,False
29/07/2019,Palazzo Poggi,300.0,0,False
29/07/2019,Via Del Guasto,300.0,7,False
29/07/2019,Via Del Guasto,360.0,14,False
29/07/2019,Piazza Verdi,1.0,5448,False
29/07/2019,Piazza Verdi,3.0,3376,False
29/07/2019,Piazza Verdi,7.5,810,False
29/07/2019,Piazza Verdi,360.0,41,False
29/07/2019,Piazza Verdi,15.0,665,False
29/07/2019,Piazza Verdi,210.0,22,False
29/07/2019,Facoltà Di Giurisprudenza,7.5,381,False
29/07/2019,Facoltà Di Giurisprudenza,150.0,9,False
29/07/2019,Facoltà Di Giurisprudenza,300.0,2,False
29/07/2019,Facoltà Di Giurisprudenza,360.0,5,False
29/07/2019,Piazza Rossini (Palazzo Malvezzi),3.0,2098,False
29/07/2019,Piazza Verdi,50.0,272,False
29/07/2019,Piazza Verdi,300.0,10,False
29/07/2019,Facoltà Di Giurisprudenza,50.0,47,False
29/07/2019,Via Del Guasto,150.0,40,False
29/07/2019,Via Del Guasto,105.0,20,False
29/07/2019,Via Del Guasto,75.0,66,False
29/07/2019,Porta San Donato,7.5,1132,False
29/07/2019,Porta San Donato,30.0,903,False
29/07/2019,Porta San Donato,75.0,152,False
29/07/2019,Porta San Donato,105.0,64,False
29/07/2019,Piazza Puntoni (Via Zamboni),1.0,3077,False
29/07/2019,Piazza Puntoni (Via Zamboni),7.5,368,False
29/07/2019,Piazza Puntoni (Via Zamboni),15.0,382,False
29/07/2019,Palazzo Poggi,75.0,10,False
29/07/2019,Palazzo Poggi,50.0,16,False
29/07/2019,Palazzo Poggi,3.0,1362,False
29/07/2019,Piazza Scaravilli,300.0,2,False
29/07/2019,Piazza Scaravilli,105.0,7,False
29/07/2019,Piazza Scaravilli,75.0,21,False
29/07/2019,Piazza Scaravilli,30.0,106,False
29/07/2019,Piazza Verdi,75.0,180,False
29/07/2019,Piazza Scaravilli,1.0,3042,False
29/07/2019,Via San Giacomo,360.0,2,False
29/07/2019,Via San Giacomo,300.0,1,False
29/07/2019,Via San Giacomo,150.0,6,False
29/07/2019,Via San Giacomo,105.0,8,False
29/07/2019,Via San Giacomo,50.0,39,False
29/07/2019,Via San Giacomo,15.0,255,False
29/07/2019,Via San Giacomo,1.0,5639,False
29/07/2019,Piazza Puntoni (Via Zamboni),360.0,36,False
29/07/2019,Piazza Puntoni (Via Zamboni),75.0,86,False
29/07/2019,Via Del Guasto,210.0,26,False
29/07/2019,Piazza Verdi,30.0,693,False
29/07/2019,Via San Giacomo,7.5,429,False
29/07/2019,Piazza Verdi,150.0,55,False
29/07/2019,Piazza Verdi,105.0,74,False
29/07/2019,Palazzo Poggi,30.0,79,False
29/07/2019,Palazzo Poggi,105.0,2,False
29/07/2019,Palazzo Poggi,360.0,0,False
29/07/2019,Via Del Guasto,1.0,1734,False
29/07/2019,Via Del Guasto,7.5,252,False
29/07/2019,Via Del Guasto,15.0,219,False
29/07/2019,Via Del Guasto,50.0,60,False
29/07/2019,Palazzo Poggi,210.0,2,False
29/07/2019,Via Del Guasto,3.0,903,False
29/07/2019,Via Del Guasto,30.0,208,False
29/07/2019,Palazzo Poggi,7.5,261,False
29/07/2019,Piazza Scaravilli,360.0,6,False
29/07/2019,Piazza Scaravilli,210.0,3,False
29/07/2019,Palazzo Poggi,15.0,159,False
29/07/2019,Piazza Scaravilli,7.5,274,False
29/07/2019,Piazza Scaravilli,50.0,29,False
29/07/2019,Facoltà Di Giurisprudenza,3.0,2712,False
29/07/2019,Porta San Donato,1.0,9107,False
29/07/2019,Facoltà Di Giurisprudenza,75.0,23,False
29/07/2019,Porta San Donato,3.0,9067,False
29/07/2019,Porta San Donato,150.0,66,False
29/07/2019,Porta San Donato,360.0,81,False
29/07/2019,Porta San Donato,15.0,1032,False
29/07/2019,Piazza Puntoni (Via Zamboni),105.0,37,False
29/07/2019,Piazza Puntoni (Via Zamboni),150.0,45,False
29/07/2019,Piazza Puntoni (Via Zamboni),210.0,39,False
29/07/2019,Via San Giacomo,30.0,152,False
29/07/2019,Facoltà Di Giurisprudenza,1.0,7562,False
30/07/2019,Piazza Rossini (Palazzo Malvezzi),3.0,2158,False
30/07/2019,2 Torri (Inizio Portico Via Zamboni),150.0,97,False
30/07/2019,2 Torri (Inizio Portico Via Zamboni),105.0,118,False
30/07/2019,Facoltà Di Giurisprudenza,150.0,1,False
30/07/2019,Facoltà Di Giurisprudenza,210.0,1,False
30/07/2019,Facoltà Di Giurisprudenza,300.0,4,False
30/07/2019,Facoltà Di Giurisprudenza,105.0,2,False
30/07/2019,2 Torri (Inizio Portico Via Zamboni),75.0,215,False
30/07/2019,Piazza Rossini (Palazzo Malvezzi),15.0,213,False
30/07/2019,Piazza Rossini (Palazzo Malvezzi),105.0,22,False
30/07/2019,Piazza Rossini (Palazzo Malvezzi),210.0,18,False
30/07/2019,Piazza Rossini (Palazzo Malvezzi),360.0,26,False
30/07/2019,2 Torri (Inizio Portico Via Zamboni),1.0,5276,False
30/07/2019,2 Torri (Inizio Portico Via Zamboni),50.0,326,False
30/07/2019,2 Torri (Inizio Portico Via Zamboni),210.0,61,False
30/07/2019,2 Torri (Inizio Portico Via Zamboni),360.0,93,False
30/07/2019,Piazza Rossini (Palazzo Malvezzi),7.5,340,False
30/07/2019,2 Torri (Inizio Portico Via Zamboni),30.0,833,False
30/07/2019,Piazza Verdi,105.0,98,False
30/07/2019,Piazza Rossini (Palazzo Malvezzi),300.0,12,False
30/07/2019,Porta San Donato,3.0,8703,False
30/07/2019,Porta San Donato,15.0,938,False
30/07/2019,Porta San Donato,300.0,51,False
30/07/2019,Piazza Puntoni (Via Zamboni),1.0,2765,False
30/07/2019,Piazza Puntoni (Via Zamboni),7.5,469,False
30/07/2019,Piazza Puntoni (Via Zamboni),360.0,32,False
30/07/2019,Via San Giacomo,15.0,243,False
30/07/2019,Via San Giacomo,30.0,160,False
30/07/2019,Via San Giacomo,210.0,3,False
30/07/2019,Via San Giacomo,300.0,2,False
30/07/2019,Piazza Scaravilli,1.0,2460,False
30/07/2019,Piazza Scaravilli,30.0,116,False
30/07/2019,2 Torri (Inizio Portico Via Zamboni),3.0,3339,False
30/07/2019,Palazzo Poggi,15.0,165,False
30/07/2019,Via Del Guasto,1.0,1387,False
30/07/2019,Via Del Guasto,7.5,286,False
30/07/2019,Via Del Guasto,360.0,12,False
30/07/2019,Piazza Verdi,15.0,806,False
30/07/2019,Piazza Verdi,50.0,272,False
30/07/2019,Piazza Verdi,300.0,24,False
30/07/2019,Piazza Verdi,360.0,38,False
30/07/2019,Facoltà Di Giurisprudenza,1.0,7311,False
30/07/2019,Facoltà Di Giurisprudenza,3.0,2378,False
30/07/2019,Facoltà Di Giurisprudenza,15.0,214,False
30/07/2019,Facoltà Di Giurisprudenza,360.0,3,False
30/07/2019,Piazza Rossini (Palazzo Malvezzi),30.0,187,False
30/07/2019,Palazzo Poggi,300.0,0,False
30/07/2019,Piazza Puntoni (Via Zamboni),105.0,41,False
30/07/2019,Porta San Donato,150.0,71,False
30/07/2019,Facoltà Di Giurisprudenza,30.0,146,False
30/07/2019,Piazza Verdi,1.0,5155,False
30/07/2019,Via Del Guasto,75.0,48,False
30/07/2019,Via Del Guasto,50.0,76,False
30/07/2019,Via Del Guasto,30.0,230,False
30/07/2019,Via Del Guasto,3.0,839,False
30/07/2019,Palazzo Poggi,105.0,2,False
30/07/2019,Piazza Verdi,3.0,3267,False
30/07/2019,Palazzo Poggi,30.0,92,False
30/07/2019,Palazzo Poggi,1.0,3027,False
30/07/2019,Piazza Scaravilli,360.0,5,False
30/07/2019,Piazza Scaravilli,300.0,1,False
30/07/2019,Piazza Scaravilli,210.0,1,False
30/07/2019,Piazza Scaravilli,105.0,4,False
30/07/2019,Piazza Scaravilli,50.0,27,False
30/07/2019,Palazzo Poggi,7.5,265,False
30/07/2019,Piazza Scaravilli,7.5,258,False
30/07/2019,Piazza Verdi,7.5,875,False
30/07/2019,Piazza Verdi,210.0,17,False
30/07/2019,Porta San Donato,1.0,8774,False
30/07/2019,Porta San Donato,50.0,220,False
30/07/2019,Porta San Donato,75.0,178,False
30/07/2019,Facoltà Di Giurisprudenza,50.0,31,False
30/07/2019,Porta San Donato,105.0,64,False
30/07/2019,2 Torri (Inizio Portico Via Zamboni),300.0,56,False
30/07/2019,Piazza Verdi,30.0,753,False
30/07/2019,2 Torri (Inizio Portico Via Zamboni),15.0,842,False
30/07/2019,Piazza Rossini (Palazzo Malvezzi),150.0,26,False
30/07/2019,Piazza Rossini (Palazzo Malvezzi),75.0,34,False
30/07/2019,Piazza Rossini (Palazzo Malvezzi),50.0,64,False
30/07/2019,Piazza Rossini (Palazzo Malvezzi),1.0,7618,False
30/07/2019,Facoltà Di Giurisprudenza,75.0,14,False
30/07/2019,Facoltà Di Giurisprudenza,7.5,341,False
30/07/2019,2 Torri (Inizio Portico Via Zamboni),7.5,878,False
30/07/2019,Piazza Scaravilli,3.0,1129,False
30/07/2019,Via Del Guasto,105.0,19,False
30/07/2019,Via San Giacomo,75.0,19,False
30/07/2019,Piazza Scaravilli,15.0,180,False
30/07/2019,Piazza Scaravilli,75.0,20,False
30/07/2019,Piazza Scaravilli,150.0,3,False
30/07/2019,Palazzo Poggi,3.0,1270,False
30/07/2019,Palazzo Poggi,75.0,7,False
30/07/2019,Palazzo Poggi,150.0,3,False
30/07/2019,Via San Giacomo,150.0,7,False
30/07/2019,Palazzo Poggi,210.0,0,False
30/07/2019,Via Del Guasto,15.0,264,False
30/07/2019,Via Del Guasto,150.0,26,False
30/07/2019,Piazza Verdi,75.0,170,False
30/07/2019,Via San Giacomo,360.0,2,False
30/07/2019,Via Del Guasto,210.0,9,False
30/07/2019,Via Del Guasto,300.0,13,False
30/07/2019,Palazzo Poggi,360.0,0,False
30/07/2019,Via San Giacomo,105.0,10,False
30/07/2019,Palazzo Poggi,50.0,28,False
30/07/2019,Via San Giacomo,1.0,4857,False
30/07/2019,Via San Giacomo,7.5,392,False
30/07/2019,Via San Giacomo,3.0,2239,False
30/07/2019,Via San Giacomo,50.0,46,False
30/07/2019,Piazza Puntoni (Via Zamboni),150.0,43,False
30/07/2019,Piazza Puntoni (Via Zamboni),15.0,310,False
30/07/2019,Piazza Puntoni (Via Zamboni),3.0,1578,False
30/07/2019,Porta San Donato,210.0,27,False
30/07/2019,Porta San Donato,30.0,925,False
30/07/2019,Piazza Puntoni (Via Zamboni),210.0,28,False
30/07/2019,Porta San Donato,360.0,85,False
30/07/2019,Piazza Puntoni (Via Zamboni),30.0,344,False
30/07/2019,Piazza Puntoni (Via Zamboni),50.0,124,False
30/07/2019,Piazza Puntoni (Via Zamboni),75.0,90,False
30/07/2019,Piazza Puntoni (Via Zamboni),300.0,23,False
30/07/2019,Porta San Donato,7.5,898,False
30/07/2019,Piazza Verdi,150.0,55,False
31/07/2019,Palazzo Poggi,75.0,13,False
31/07/2019,Palazzo Poggi,3.0,1194,False
31/07/2019,Piazza Scaravilli,210.0,2,False
31/07/2019,Piazza Scaravilli,105.0,6,False
31/07/2019,Via San Giacomo,30.0,146,False
31/07/2019,Piazza Puntoni (Via Zamboni),15.0,298,False
31/07/2019,Porta San Donato,360.0,82,False
31/07/2019,Porta San Donato,210.0,35,False
31/07/2019,Porta San Donato,105.0,92,False
31/07/2019,Porta San Donato,30.0,892,False
31/07/2019,Porta San Donato,3.0,8405,False
31/07/2019,Palazzo Poggi,105.0,3,False
31/07/2019,Piazza Puntoni (Via Zamboni),7.5,342,False
31/07/2019,Palazzo Poggi,150.0,3,False
31/07/2019,2 Torri (Inizio Portico Via Zamboni),15.0,915,False
31/07/2019,Palazzo Poggi,360.0,0,False
31/07/2019,2 Torri (Inizio Portico Via Zamboni),210.0,42,False
31/07/2019,2 Torri (Inizio Portico Via Zamboni),105.0,118,False
31/07/2019,2 Torri (Inizio Portico Via Zamboni),30.0,837,False
31/07/2019,2 Torri (Inizio Portico Via Zamboni),1.0,4769,False
31/07/2019,Piazza Rossini (Palazzo Malvezzi),150.0,34,False
31/07/2019,Piazza Rossini (Palazzo Malvezzi),75.0,46,False
31/07/2019,Piazza Rossini (Palazzo Malvezzi),3.0,2219,False
31/07/2019,Facoltà Di Giurisprudenza,50.0,36,False
31/07/2019,Facoltà Di Giurisprudenza,30.0,146,False
31/07/2019,Facoltà Di Giurisprudenza,3.0,2627,False
31/07/2019,Piazza Verdi,300.0,16,False
31/07/2019,Piazza Verdi,7.5,752,False
31/07/2019,Via Del Guasto,300.0,11,False
31/07/2019,Via Del Guasto,210.0,13,False
31/07/2019,Via Del Guasto,3.0,703,False
31/07/2019,Palazzo Poggi,300.0,1,False
31/07/2019,2 Torri (Inizio Portico Via Zamboni),75.0,228,False
31/07/2019,Piazza Puntoni (Via Zamboni),360.0,31,False
31/07/2019,Piazza Rossini (Palazzo Malvezzi),300.0,11,False
31/07/2019,Palazzo Poggi,7.5,238,False
31/07/2019,Piazza Scaravilli,360.0,6,False
31/07/2019,Piazza Scaravilli,300.0,0,False
31/07/2019,Piazza Scaravilli,75.0,23,False
31/07/2019,Piazza Scaravilli,50.0,33,False
31/07/2019,Piazza Scaravilli,15.0,194,False
31/07/2019,Piazza Scaravilli,7.5,249,False
31/07/2019,Palazzo Poggi,15.0,157,False
31/07/2019,Via San Giacomo,360.0,2,False
31/07/2019,Via San Giacomo,75.0,13,False
31/07/2019,Via San Giacomo,50.0,28,False
31/07/2019,Piazza Puntoni (Via Zamboni),210.0,39,False
31/07/2019,Piazza Puntoni (Via Zamboni),105.0,15,False
31/07/2019,Piazza Puntoni (Via Zamboni),75.0,83,False
31/07/2019,Porta San Donato,75.0,151,False
31/07/2019,Porta San Donato,50.0,209,False
31/07/2019,Via San Giacomo,150.0,8,False
31/07/2019,2 Torri (Inizio Portico Via Zamboni),7.5,857,False
31/07/2019,Palazzo Poggi,30.0,86,False
31/07/2019,Via Del Guasto,15.0,135,False
31/07/2019,Piazza Rossini (Palazzo Malvezzi),210.0,9,False
31/07/2019,Piazza Rossini (Palazzo Malvezzi),105.0,27,False
31/07/2019,Piazza Rossini (Palazzo Malvezzi),50.0,57,False
31/07/2019,Piazza Rossini (Palazzo Malvezzi),7.5,374,False
31/07/2019,Facoltà Di Giurisprudenza,360.0,3,False
31/07/2019,Facoltà Di Giurisprudenza,210.0,2,False
31/07/2019,Facoltà Di Giurisprudenza,150.0,2,False
31/07/2019,Via Del Guasto,1.0,1666,False
31/07/2019,Facoltà Di Giurisprudenza,105.0,4,False
31/07/2019,Facoltà Di Giurisprudenza,1.0,6492,False
31/07/2019,Piazza Verdi,210.0,29,False
31/07/2019,Piazza Verdi,150.0,85,False
31/07/2019,Piazza Verdi,50.0,289,False
31/07/2019,Via Del Guasto,360.0,7,False
31/07/2019,Via Del Guasto,75.0,38,False
31/07/2019,Via Del Guasto,30.0,147,False
31/07/2019,Facoltà Di Giurisprudenza,7.5,398,False
31/07/2019,2 Torri (Inizio Portico Via Zamboni),150.0,71,False
31/07/2019,2 Torri (Inizio Portico Via Zamboni),360.0,94,False
31/07/2019,Porta San Donato,150.0,82,False
31/07/2019,Piazza Scaravilli,150.0,6,False
31/07/2019,Piazza Scaravilli,30.0,133,False
31/07/2019,Piazza Scaravilli,3.0,1042,False
31/07/2019,Piazza Scaravilli,1.0,2618,False
31/07/2019,Via San Giacomo,300.0,0,False
31/07/2019,Via San Giacomo,210.0,1,False
31/07/2019,Via San Giacomo,105.0,4,False
31/07/2019,Via San Giacomo,7.5,396,False
31/07/2019,Via San Giacomo,3.0,2037,False
31/07/2019,Palazzo Poggi,1.0,2666,False
31/07/2019,Via San Giacomo,1.0,4940,False
31/07/2019,Piazza Puntoni (Via Zamboni),150.0,28,False
31/07/2019,Piazza Puntoni (Via Zamboni),50.0,92,False
31/07/2019,Piazza Puntoni (Via Zamboni),30.0,287,False
31/07/2019,Piazza Puntoni (Via Zamboni),3.0,1656,False
31/07/2019,Piazza Puntoni (Via Zamboni),1.0,2710,False
31/07/2019,Porta San Donato,300.0,40,False
31/07/2019,Porta San Donato,15.0,854,False
31/07/2019,Porta San Donato,7.5,924,False
31/07/2019,Porta San Donato,1.0,8991,False
31/07/2019,Piazza Puntoni (Via Zamboni),300.0,28,False
31/07/2019,Palazzo Poggi,50.0,22,False
31/07/2019,Via San Giacomo,15.0,242,False
31/07/2019,Via Del Guasto,7.5,253,False
31/07/2019,2 Torri (Inizio Portico Via Zamboni),300.0,60,False
31/07/2019,2 Torri (Inizio Portico Via Zamboni),50.0,331,False
31/07/2019,Palazzo Poggi,210.0,2,False
31/07/2019,Piazza Rossini (Palazzo Malvezzi),360.0,28,False
31/07/2019,Piazza Rossini (Palazzo Malvezzi),30.0,171,False
31/07/2019,Piazza Rossini (Palazzo Malvezzi),15.0,234,False
31/07/2019,Piazza Rossini (Palazzo Malvezzi),1.0,7484,False
31/07/2019,Facoltà Di Giurisprudenza,300.0,3,False
31/07/2019,Facoltà Di Giurisprudenza,75.0,17,False
31/07/2019,Facoltà Di Giurisprudenza,15.0,252,False
31/07/2019,2 Torri (Inizio Portico Via Zamboni),3.0,3130,False
31/07/2019,Piazza Verdi,105.0,100,False
31/07/2019,Piazza Verdi,360.0,32,False
31/07/2019,Via Del Guasto,50.0,56,False
31/07/2019,Via Del Guasto,150.0,27,False
31/07/2019,Piazza Verdi,1.0,4841,False
31/07/2019,Via Del Guasto,105.0,18,False
31/07/2019,Piazza Verdi,15.0,728,False
31/07/2019,Piazza Verdi,30.0,672,False
31/07/2019,Piazza Verdi,75.0,196,False
31/07/2019,Piazza Verdi,3.0,2899,False
01/08/2019,Via Del Guasto,30.0,143,False
01/08/2019,Piazza Rossini (Palazzo Malvezzi),1.0,6379,False
